# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 344         4.447       51.962      -4.30       Rotterdam   
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# STN,YYYYMMDD,HH,    T
  344,20190926,    7,  158
  344,20190926,    8,  158
  344,20190926,    9,  160
  344,20190926,   10,  162
  344,20190926,   11,  168
  344,20190926,   12,  175
  344,20190926,   13,  181
  344,20190926,   14,  178
  344,20190926,   15,  183
  344,20190926,   16,  184
  344,20190926,   17,  178
  344,20190926,   18,  158
  344,20190926,   19,  157
  344,20190926,   20,  156
  344,20190926,   21,  156
  344,20190926,   22,  154
  344,20190926,   23,  152
  344,20190926,   24,  149
  344,20190927,    1,  147
  344,20190927,    2,  146
  344,20190927,    3,  144
  344,20190927,    4,  143
  344,20190927,    5,  144
  344,20190927,    6,  143
  344,20190927,    7,  149
  344,20190927,    8,  153
  344,20190927,    9,  161
  344,20190927,   10,  166
  344,20190927,   11,  164
  344,20190927,   12,  174
  344,20190927,   13,  179
  344,20190927,   14,  180
  344,20190927,   15,  156
  344,20190927,   16,  163
  344,20190927,   17,  166
  344,20190927,   18,  157
  344,20190927,   19,  161
  344,20190927,   20,  161
  344,20190927,   21,  157
  344,20190927,   22,  153
  344,20190927,   23,  150
  344,20190927,   24,  149
  344,20190928,    1,  144
  344,20190928,    2,  144
  344,20190928,    3,  143
  344,20190928,    4,  142
  344,20190928,    5,  142
  344,20190928,    6,  142
  344,20190928,    7,  142
  344,20190928,    8,  149
  344,20190928,    9,  157
  344,20190928,   10,  157
  344,20190928,   11,  149
  344,20190928,   12,  165
  344,20190928,   13,  172
  344,20190928,   14,  174
  344,20190928,   15,  174
  344,20190928,   16,  171
  344,20190928,   17,  165
  344,20190928,   18,  162
  344,20190928,   19,  163
  344,20190928,   20,  157
  344,20190928,   21,  153
  344,20190928,   22,  150
  344,20190928,   23,  152
  344,20190928,   24,  148
  344,20190929,    1,  145
  344,20190929,    2,  139
  344,20190929,    3,  138
  344,20190929,    4,  139
  344,20190929,    5,  143
  344,20190929,    6,  139
  344,20190929,    7,  138
  344,20190929,    8,  135
  344,20190929,    9,  140
  344,20190929,   10,  153
  344,20190929,   11,  159
  344,20190929,   12,  162
  344,20190929,   13,  163
  344,20190929,   14,  165
  344,20190929,   15,  173
  344,20190929,   16,  169
  344,20190929,   17,  171
  344,20190929,   18,  170
  344,20190929,   19,  161
  344,20190929,   20,  167
  344,20190929,   21,  172
  344,20190929,   22,  158
  344,20190929,   23,  149
  344,20190929,   24,  143
  344,20190930,    1,  148
  344,20190930,    2,  144
  344,20190930,    3,  144
  344,20190930,    4,  147
  344,20190930,    5,  138
  344,20190930,    6,  132
  344,20190930,    7,  143
  344,20190930,    8,  150
  344,20190930,    9,  152
  344,20190930,   10,  159
  344,20190930,   11,  155
  344,20190930,   12,  159
  344,20190930,   13,  156
  344,20190930,   14,  159
  344,20190930,   15,  158
  344,20190930,   16,  154
  344,20190930,   17,  148
  344,20190930,   18,  142
  344,20190930,   19,  150
  344,20190930,   20,  149
  344,20190930,   21,  146
  344,20190930,   22,  145
  344,20190930,   23,  143
  344,20190930,   24,  139
  344,20191001,    1,  143
  344,20191001,    2,  146
  344,20191001,    3,  156
  344,20191001,    4,  163
  344,20191001,    5,  164
  344,20191001,    6,  164
  344,20191001,    7,  162
  344,20191001,    8,  167
  344,20191001,    9,  171
  344,20191001,   10,  173
  344,20191001,   11,  172
  344,20191001,   12,  178
  344,20191001,   13,  179
  344,20191001,   14,  165
  344,20191001,   15,  172
  344,20191001,   16,  172
  344,20191001,   17,  164
  344,20191001,   18,  162
  344,20191001,   19,  159
  344,20191001,   20,  125
  344,20191001,   21,  117
  344,20191001,   22,  113
  344,20191001,   23,  109
  344,20191001,   24,  108
  344,20191002,    1,  111
  344,20191002,    2,   99
  344,20191002,    3,  101
  344,20191002,    4,   89
  344,20191002,    5,   85
  344,20191002,    6,   97
  344,20191002,    7,   93
  344,20191002,    8,   98
  344,20191002,    9,  113
  344,20191002,   10,  136
  344,20191002,   11,  137
  344,20191002,   12,  109
  344,20191002,   13,  138
  344,20191002,   14,  126
  344,20191002,   15,  122
  344,20191002,   16,  105
  344,20191002,   17,  103
  344,20191002,   18,  102
  344,20191002,   19,  102
  344,20191002,   20,  109
  344,20191002,   21,  102
  344,20191002,   22,  106
  344,20191002,   23,  108
  344,20191002,   24,  103
  344,20191003,    1,  101
  344,20191003,    2,  111
  344,20191003,    3,  110
  344,20191003,    4,  109
  344,20191003,    5,   95
  344,20191003,    6,  103
  344,20191003,    7,  111
  344,20191003,    8,  124
  344,20191003,    9,  122
  344,20191003,   10,  137
  344,20191003,   11,  129
  344,20191003,   12,  143
  344,20191003,   13,  116
  344,20191003,   14,  118
  344,20191003,   15,  137
  344,20191003,   16,  128
  344,20191003,   17,  111
  344,20191003,   18,  107
  344,20191003,   19,  105
  344,20191003,   20,  113
  344,20191003,   21,  115
  344,20191003,   22,  111
  344,20191003,   23,  105
  344,20191003,   24,  103
  344,20191004,    1,  103
  344,20191004,    2,  103
  344,20191004,    3,   98
  344,20191004,    4,   88
  344,20191004,    5,   84
  344,20191004,    6,   89
  344,20191004,    7,   93
  344,20191004,    8,  100
  344,20191004,    9,  120
  344,20191004,   10,  136
  344,20191004,   11,  150
  344,20191004,   12,  151
  344,20191004,   13,  149
  344,20191004,   14,  142
  344,20191004,   15,  134
  344,20191004,   16,  134
  344,20191004,   17,  135
  344,20191004,   18,  126
  344,20191004,   19,  113
  344,20191004,   20,  110
  344,20191004,   21,  107
  344,20191004,   22,   96
  344,20191004,   23,   89
  344,20191004,   24,   81
  344,20191005,    1,   77
  344,20191005,    2,   53
  344,20191005,    3,   63
  344,20191005,    4,   55
  344,20191005,    5,   58
  344,20191005,    6,   58
  344,20191005,    7,   77
  344,20191005,    8,   87
  344,20191005,    9,   96
  344,20191005,   10,  106
  344,20191005,   11,  112
  344,20191005,   12,  120
  344,20191005,   13,  124
  344,20191005,   14,  127
  344,20191005,   15,  133
  344,20191005,   16,  121
  344,20191005,   17,  117
  344,20191005,   18,  112
  344,20191005,   19,  105
  344,20191005,   20,  101
  344,20191005,   21,  101
  344,20191005,   22,  101
  344,20191005,   23,  102
  344,20191005,   24,   98
  344,20191006,    1,   98
  344,20191006,    2,  102
  344,20191006,    3,  101
  344,20191006,    4,  100
  344,20191006,    5,   95
  344,20191006,    6,   91
  344,20191006,    7,   90
  344,20191006,    8,   89
  344,20191006,    9,   90
  344,20191006,   10,   94
  344,20191006,   11,   96
  344,20191006,   12,   97
  344,20191006,   13,   94
  344,20191006,   14,   94
  344,20191006,   15,   96
  344,20191006,   16,   96
  344,20191006,   17,   96
  344,20191006,   18,   97
  344,20191006,   19,   96
  344,20191006,   20,   93
  344,20191006,   21,   90
  344,20191006,   22,   88
  344,20191006,   23,   88
  344,20191006,   24,   88
  344,20191007,    1,   89
  344,20191007,    2,   89
  344,20191007,    3,   89
  344,20191007,    4,   87
  344,20191007,    5,   84
  344,20191007,    6,   82
  344,20191007,    7,   85
  344,20191007,    8,   90
  344,20191007,    9,   95
  344,20191007,   10,  100
  344,20191007,   11,  104
  344,20191007,   12,  106
  344,20191007,   13,  112
  344,20191007,   14,  114
  344,20191007,   15,  115
  344,20191007,   16,  116
  344,20191007,   17,  115
  344,20191007,   18,  115
  344,20191007,   19,  116
  344,20191007,   20,  117
  344,20191007,   21,  122
  344,20191007,   22,  124
  344,20191007,   23,  126
  344,20191007,   24,  126
  344,20191008,    1,  127
  344,20191008,    2,  129
  344,20191008,    3,  130
  344,20191008,    4,  132
  344,20191008,    5,  135
  344,20191008,    6,  134
  344,20191008,    7,  135
  344,20191008,    8,  143
  344,20191008,    9,  148
  344,20191008,   10,  153
  344,20191008,   11,  150
  344,20191008,   12,  147
  344,20191008,   13,  150
  344,20191008,   14,  150
  344,20191008,   15,  151
  344,20191008,   16,  150
  344,20191008,   17,  139
  344,20191008,   18,  138
  344,20191008,   19,  140
  344,20191008,   20,  120
  344,20191008,   21,  116
  344,20191008,   22,  120
  344,20191008,   23,  132
  344,20191008,   24,  134
  344,20191009,    1,  122
  344,20191009,    2,  122
  344,20191009,    3,  117
  344,20191009,    4,  116
  344,20191009,    5,  114
  344,20191009,    6,  115
  344,20191009,    7,  119
  344,20191009,    8,  125
  344,20191009,    9,  125
  344,20191009,   10,  121
  344,20191009,   11,  138
  344,20191009,   12,  137
  344,20191009,   13,  135
  344,20191009,   14,  139
  344,20191009,   15,  130
  344,20191009,   16,  121
  344,20191009,   17,  121
  344,20191009,   18,  117
  344,20191009,   19,  125
  344,20191009,   20,  122
  344,20191009,   21,  120
  344,20191009,   22,  117
  344,20191009,   23,  113
  344,20191009,   24,  108
  344,20191010,    1,  110
  344,20191010,    2,  109
  344,20191010,    3,  105
  344,20191010,    4,  110
  344,20191010,    5,  105
  344,20191010,    6,  101
  344,20191010,    7,  113
  344,20191010,    8,  128
  344,20191010,    9,  139
  344,20191010,   10,  143
  344,20191010,   11,  154
  344,20191010,   12,  133
  344,20191010,   13,  144
  344,20191010,   14,  154
  344,20191010,   15,  144
  344,20191010,   16,  142
  344,20191010,   17,  138
  344,20191010,   18,  142
  344,20191010,   19,  142
  344,20191010,   20,  140
  344,20191010,   21,  139
  344,20191010,   22,  141
  344,20191010,   23,  142
  344,20191010,   24,  139
  344,20191011,    1,  141
  344,20191011,    2,  144
  344,20191011,    3,  142
  344,20191011,    4,  144
  344,20191011,    5,  141
  344,20191011,    6,  138
  344,20191011,    7,  140
  344,20191011,    8,  141
  344,20191011,    9,  143
  344,20191011,   10,  143
  344,20191011,   11,  147
  344,20191011,   12,  144
  344,20191011,   13,  144
  344,20191011,   14,  143
  344,20191011,   15,  146
  344,20191011,   16,  150
  344,20191011,   17,  158
  344,20191011,   18,  160
  344,20191011,   19,  162
  344,20191011,   20,  166
  344,20191011,   21,  163
  344,20191011,   22,  165
  344,20191011,   23,  167
  344,20191011,   24,  167
  344,20191012,    1,  165
  344,20191012,    2,  133
  344,20191012,    3,  124
  344,20191012,    4,  124
  344,20191012,    5,  123
  344,20191012,    6,  123
  344,20191012,    7,  123
  344,20191012,    8,  122
  344,20191012,    9,  125
  344,20191012,   10,  121
  344,20191012,   11,  121
  344,20191012,   12,  120
  344,20191012,   13,  122
  344,20191012,   14,  118
  344,20191012,   15,  119
  344,20191012,   16,  117
  344,20191012,   17,  118
  344,20191012,   18,  119
  344,20191012,   19,  117
  344,20191012,   20,  118
  344,20191012,   21,  118
  344,20191012,   22,  118
  344,20191012,   23,  119
  344,20191012,   24,  120
  344,20191013,    1,  119
  344,20191013,    2,  117
  344,20191013,    3,  118
  344,20191013,    4,  134
  344,20191013,    5,  140
  344,20191013,    6,  145
  344,20191013,    7,  153
  344,20191013,    8,  161
  344,20191013,    9,  167
  344,20191013,   10,  182
  344,20191013,   11,  189
  344,20191013,   12,  216
  344,20191013,   13,  209
  344,20191013,   14,  206
  344,20191013,   15,  203
  344,20191013,   16,  199
  344,20191013,   17,  168
  344,20191013,   18,  158
  344,20191013,   19,  156
  344,20191013,   20,  155
  344,20191013,   21,  150
  344,20191013,   22,  144
  344,20191013,   23,  137
  344,20191013,   24,  127
  344,20191014,    1,  119
  344,20191014,    2,  123
  344,20191014,    3,  119
  344,20191014,    4,  115
  344,20191014,    5,  113
  344,20191014,    6,  125
  344,20191014,    7,  127
  344,20191014,    8,  135
  344,20191014,    9,  139
  344,20191014,   10,  146
  344,20191014,   11,  148
  344,20191014,   12,  158
  344,20191014,   13,  155
  344,20191014,   14,  161
  344,20191014,   15,  166
  344,20191014,   16,  161
  344,20191014,   17,  164
  344,20191014,   18,  163
  344,20191014,   19,  171
  344,20191014,   20,  177
  344,20191014,   21,  181
  344,20191014,   22,  177
  344,20191014,   23,  174
  344,20191014,   24,  169
  344,20191015,    1,  164
  344,20191015,    2,  163
  344,20191015,    3,  156
  344,20191015,    4,  155
  344,20191015,    5,  153
  344,20191015,    6,  151
  344,20191015,    7,  148
  344,20191015,    8,  153
  344,20191015,    9,  154
  344,20191015,   10,  154
  344,20191015,   11,  157
  344,20191015,   12,  161
  344,20191015,   13,  159
  344,20191015,   14,  155
  344,20191015,   15,  153
  344,20191015,   16,  150
  344,20191015,   17,  143
  344,20191015,   18,  138
  344,20191015,   19,  136
  344,20191015,   20,  139
  344,20191015,   21,  138
  344,20191015,   22,  129
  344,20191015,   23,  131
  344,20191015,   24,  126
  344,20191016,    1,  127
  344,20191016,    2,  121
  344,20191016,    3,  112
  344,20191016,    4,  110
  344,20191016,    5,  114
  344,20191016,    6,  111
  344,20191016,    7,  111
  344,20191016,    8,  122
  344,20191016,    9,  132
  344,20191016,   10,  136
  344,20191016,   11,  134
  344,20191016,   12,  134
  344,20191016,   13,  137
  344,20191016,   14,  144
  344,20191016,   15,  146
  344,20191016,   16,  144
  344,20191016,   17,  146
  344,20191016,   18,  146
  344,20191016,   19,  146
  344,20191016,   20,  145
  344,20191016,   21,  145
  344,20191016,   22,  144
  344,20191016,   23,  143
  344,20191016,   24,  142
  344,20191017,    1,  129
  344,20191017,    2,  128
  344,20191017,    3,  126
  344,20191017,    4,  125
  344,20191017,    5,  117
  344,20191017,    6,  112
  344,20191017,    7,  119
  344,20191017,    8,  133
  344,20191017,    9,  145
  344,20191017,   10,  147
  344,20191017,   11,  155
  344,20191017,   12,  146
  344,20191017,   13,  149
  344,20191017,   14,  156
  344,20191017,   15,  150
  344,20191017,   16,  143
  344,20191017,   17,  130
  344,20191017,   18,  120
  344,20191017,   19,  119
  344,20191017,   20,  123
  344,20191017,   21,  127
  344,20191017,   22,  127
  344,20191017,   23,  127
  344,20191017,   24,  126
  344,20191018,    1,  126
  344,20191018,    2,  126
  344,20191018,    3,  129
  344,20191018,    4,  131
  344,20191018,    5,  132
  344,20191018,    6,  129
  344,20191018,    7,  133
  344,20191018,    8,  133
  344,20191018,    9,  138
  344,20191018,   10,  139
  344,20191018,   11,  135
  344,20191018,   12,  138
  344,20191018,   13,  136
  344,20191018,   14,  132
  344,20191018,   15,  130
  344,20191018,   16,  124
  344,20191018,   17,  123
  344,20191018,   18,  119
  344,20191018,   19,  126
  344,20191018,   20,  107
  344,20191018,   21,  109
  344,20191018,   22,  116
  344,20191018,   23,  118
  344,20191018,   24,  116
  344,20191019,    1,  116
  344,20191019,    2,  109
  344,20191019,    3,  110
  344,20191019,    4,  113
  344,20191019,    5,  118
  344,20191019,    6,  117
  344,20191019,    7,  117
  344,20191019,    8,  123
  344,20191019,    9,  132
  344,20191019,   10,  132
  344,20191019,   11,  138
  344,20191019,   12,  134
  344,20191019,   13,  139
  344,20191019,   14,  140
  344,20191019,   15,  142
  344,20191019,   16,  136
  344,20191019,   17,  131
  344,20191019,   18,  122
  344,20191019,   19,  114
  344,20191019,   20,  113
  344,20191019,   21,  110
  344,20191019,   22,  112
  344,20191019,   23,  110
  344,20191019,   24,  109
  344,20191020,    1,  106
  344,20191020,    2,  106
  344,20191020,    3,   96
  344,20191020,    4,   97
  344,20191020,    5,   92
  344,20191020,    6,   99
  344,20191020,    7,  103
  344,20191020,    8,  114
  344,20191020,    9,  122
  344,20191020,   10,  129
  344,20191020,   11,  134
  344,20191020,   12,  134
  344,20191020,   13,  136
  344,20191020,   14,  140
  344,20191020,   15,  135
  344,20191020,   16,  131
  344,20191020,   17,  128
  344,20191020,   18,  125
  344,20191020,   19,  121
  344,20191020,   20,  118
  344,20191020,   21,  115
  344,20191020,   22,  116
  344,20191020,   23,  119
  344,20191020,   24,  118
  344,20191021,    1,  117
  344,20191021,    2,  110
  344,20191021,    3,  111
  344,20191021,    4,  110
  344,20191021,    5,  110
  344,20191021,    6,  109
  344,20191021,    7,  112
  344,20191021,    8,  112
  344,20191021,    9,  114
  344,20191021,   10,  119
  344,20191021,   11,  141
  344,20191021,   12,  144
  344,20191021,   13,  136
  344,20191021,   14,  131
  344,20191021,   15,  130
  344,20191021,   16,  127
  344,20191021,   17,  125
  344,20191021,   18,  123
  344,20191021,   19,  121
  344,20191021,   20,  119
  344,20191021,   21,  117
  344,20191021,   22,  110
  344,20191021,   23,  115
  344,20191021,   24,  118
  344,20191022,    1,  119
  344,20191022,    2,  120
  344,20191022,    3,  121
  344,20191022,    4,  122
  344,20191022,    5,  122
  344,20191022,    6,  125
  344,20191022,    7,  128
  344,20191022,    8,  133
  344,20191022,    9,  142
  344,20191022,   10,  138
  344,20191022,   11,  142
  344,20191022,   12,  149
  344,20191022,   13,  137
  344,20191022,   14,  133
  344,20191022,   15,  132
  344,20191022,   16,  123
  344,20191022,   17,  107
  344,20191022,   18,  101
  344,20191022,   19,   84
  344,20191022,   20,   75
  344,20191022,   21,   66
  344,20191022,   22,   66
  344,20191022,   23,   49
  344,20191022,   24,   61
  344,20191023,    1,   58
  344,20191023,    2,   60
  344,20191023,    3,   75
  344,20191023,    4,   79
  344,20191023,    5,   85
  344,20191023,    6,   87
  344,20191023,    7,   98
  344,20191023,    8,  106
  344,20191023,    9,  115
  344,20191023,   10,  124
  344,20191023,   11,  131
  344,20191023,   12,  146
  344,20191023,   13,  143
  344,20191023,   14,  150
  344,20191023,   15,  143
  344,20191023,   16,  138
  344,20191023,   17,  134
  344,20191023,   18,  135
  344,20191023,   19,  127
  344,20191023,   20,  129
  344,20191023,   21,  127
  344,20191023,   22,  127
  344,20191023,   23,  118
  344,20191023,   24,  130
  344,20191024,    1,  133
  344,20191024,    2,  131
  344,20191024,    3,  122
  344,20191024,    4,  134
  344,20191024,    5,  133
  344,20191024,    6,  136
  344,20191024,    7,  136
  344,20191024,    8,  144
  344,20191024,    9,  145
  344,20191024,   10,  148
  344,20191024,   11,  170
  344,20191024,   12,  185
  344,20191024,   13,  190
  344,20191024,   14,  188
  344,20191024,   15,  181
  344,20191024,   16,  172
  344,20191024,   17,  165
  344,20191024,   18,  157
  344,20191024,   19,  134
  344,20191024,   20,  126
  344,20191024,   21,  136
  344,20191024,   22,  135
  344,20191024,   23,  129
  344,20191024,   24,  127
  344,20191025,    1,  124
  344,20191025,    2,  122
  344,20191025,    3,  126
  344,20191025,    4,  124
  344,20191025,    5,  123
  344,20191025,    6,  123
  344,20191025,    7,  122
  344,20191025,    8,  123
  344,20191025,    9,  134
  344,20191025,   10,  130
  344,20191025,   11,  136
  344,20191025,   12,  141
  344,20191025,   13,  150
  344,20191025,   14,  148
  344,20191025,   15,  149
  344,20191025,   16,  149
  344,20191025,   17,  145
  344,20191025,   18,  151
  344,20191025,   19,  153
  344,20191025,   20,  152
  344,20191025,   21,  151
  344,20191025,   22,  151
  344,20191025,   23,  152
  344,20191025,   24,  152
  344,20191026,    1,  150
  344,20191026,    2,  155
  344,20191026,    3,  152
  344,20191026,    4,  150
  344,20191026,    5,  149
  344,20191026,    6,  150
  344,20191026,    7,  152
  344,20191026,    8,  151
  344,20191026,    9,  156
  344,20191026,   10,  169
  344,20191026,   11,  175
  344,20191026,   12,  181
  344,20191026,   13,  188
  344,20191026,   14,  179
  344,20191026,   15,  176
  344,20191026,   16,  179
  344,20191026,   17,  177
  344,20191026,   18,  170
  344,20191026,   19,  176
  344,20191026,   20,  152
  344,20191026,   21,  150
  344,20191026,   22,  153
  344,20191026,   23,  116
  344,20191026,   24,  105
  344,20191027,    1,   99
  344,20191027,    2,  100
  344,20191027,    3,   95
  344,20191027,    4,   95
  344,20191027,    5,   89
  344,20191027,    6,   87
  344,20191027,    7,   84
  344,20191027,    8,   93
  344,20191027,    9,  110
  344,20191027,   10,  112
  344,20191027,   11,  112
  344,20191027,   12,  116
  344,20191027,   13,  109
  344,20191027,   14,  115
  344,20191027,   15,  105
  344,20191027,   16,   92
  344,20191027,   17,   77
  344,20191027,   18,   62
  344,20191027,   19,   75
  344,20191027,   20,   65
  344,20191027,   21,   63
  344,20191027,   22,   67
  344,20191027,   23,   77
  344,20191027,   24,   58
  344,20191028,    1,   54
  344,20191028,    2,   52
  344,20191028,    3,   44
  344,20191028,    4,   46
  344,20191028,    5,   47
  344,20191028,    6,   42
  344,20191028,    7,   50
  344,20191028,    8,   83
  344,20191028,    9,  107
  344,20191028,   10,  121
  344,20191028,   11,  122
  344,20191028,   12,  115
  344,20191028,   13,  121
  344,20191028,   14,  119
  344,20191028,   15,  113
  344,20191028,   16,   98
  344,20191028,   17,   90
  344,20191028,   18,   71
  344,20191028,   19,   69
  344,20191028,   20,   56
  344,20191028,   21,   73
  344,20191028,   22,   59
  344,20191028,   23,   49
  344,20191028,   24,   50
  344,20191029,    1,   52
  344,20191029,    2,   55
  344,20191029,    3,   53
  344,20191029,    4,   43
  344,20191029,    5,   33
  344,20191029,    6,   29
  344,20191029,    7,   35
  344,20191029,    8,   61
  344,20191029,    9,   91
  344,20191029,   10,  102
  344,20191029,   11,  107
  344,20191029,   12,  104
  344,20191029,   13,  101
  344,20191029,   14,  109
  344,20191029,   15,  102
  344,20191029,   16,   79
  344,20191029,   17,   69
  344,20191029,   18,   62
  344,20191029,   19,   56
  344,20191029,   20,   42
  344,20191029,   21,   36
  344,20191029,   22,   33
  344,20191029,   23,   31
  344,20191029,   24,   25
  344,20191030,    1,   27
  344,20191030,    2,   22
  344,20191030,    3,   23
  344,20191030,    4,   14
  344,20191030,    5,   16
  344,20191030,    6,   15
  344,20191030,    7,   20
  344,20191030,    8,   20
  344,20191030,    9,   40
  344,20191030,   10,   49
  344,20191030,   11,   74
  344,20191030,   12,   87
  344,20191030,   13,   92
  344,20191030,   14,   93
  344,20191030,   15,   89
  344,20191030,   16,   73
  344,20191030,   17,   58
  344,20191030,   18,   52
  344,20191030,   19,   52
  344,20191030,   20,   38
  344,20191030,   21,   21
  344,20191030,   22,   33
  344,20191030,   23,   28
  344,20191030,   24,    2
  344,20191031,    1,    2
  344,20191031,    2,   15
  344,20191031,    3,   12
  344,20191031,    4,   -2
  344,20191031,    5,    6
  344,20191031,    6,   10
  344,20191031,    7,   13
  344,20191031,    8,   24
  344,20191031,    9,   42
  344,20191031,   10,   59
  344,20191031,   11,   74
  344,20191031,   12,   87
  344,20191031,   13,   97
  344,20191031,   14,   91
  344,20191031,   15,   86
  344,20191031,   16,   63
  344,20191031,   17,   46
  344,20191031,   18,   57
  344,20191031,   19,   49
  344,20191031,   20,   47
  344,20191031,   21,   41
  344,20191031,   22,   30
  344,20191031,   23,   32
  344,20191031,   24,   30
  344,20191101,    1,   31
  344,20191101,    2,   31
  344,20191101,    3,   29
  344,20191101,    4,   29
  344,20191101,    5,   46
  344,20191101,    6,   54
  344,20191101,    7,   66
  344,20191101,    8,   71
  344,20191101,    9,   75
  344,20191101,   10,   83
  344,20191101,   11,   89
  344,20191101,   12,   97
  344,20191101,   13,  104
  344,20191101,   14,  108
  344,20191101,   15,  110
  344,20191101,   16,  112
  344,20191101,   17,  114
  344,20191101,   18,  118
  344,20191101,   19,  128
  344,20191101,   20,  131
  344,20191101,   21,  132
  344,20191101,   22,  134
  344,20191101,   23,  139
  344,20191101,   24,  145
  344,20191102,    1,  146
  344,20191102,    2,  144
  344,20191102,    3,  147
  344,20191102,    4,  142
  344,20191102,    5,  139
  344,20191102,    6,  138
  344,20191102,    7,  135
  344,20191102,    8,  135
  344,20191102,    9,  106
  344,20191102,   10,  107
  344,20191102,   11,  127
  344,20191102,   12,  129
  344,20191102,   13,  133
  344,20191102,   14,  137
  344,20191102,   15,  134
  344,20191102,   16,  132
  344,20191102,   17,  129
  344,20191102,   18,  126
  344,20191102,   19,  126
  344,20191102,   20,  114
  344,20191102,   21,  117
  344,20191102,   22,  118
  344,20191102,   23,  114
  344,20191102,   24,  113
  344,20191103,    1,  114
  344,20191103,    2,  106
  344,20191103,    3,  102
  344,20191103,    4,  102
  344,20191103,    5,   98
  344,20191103,    6,   97
  344,20191103,    7,   87
  344,20191103,    8,   95
  344,20191103,    9,  104
  344,20191103,   10,  111
  344,20191103,   11,  116
  344,20191103,   12,  122
  344,20191103,   13,  119
  344,20191103,   14,  116
  344,20191103,   15,  111
  344,20191103,   16,  107
  344,20191103,   17,  103
  344,20191103,   18,  101
  344,20191103,   19,   88
  344,20191103,   20,   91
  344,20191103,   21,   74
  344,20191103,   22,   66
  344,20191103,   23,   88
  344,20191103,   24,   94
  344,20191104,    1,   98
  344,20191104,    2,  101
  344,20191104,    3,   95
  344,20191104,    4,  100
  344,20191104,    5,  104
  344,20191104,    6,  104
  344,20191104,    7,  101
  344,20191104,    8,  100
  344,20191104,    9,  105
  344,20191104,   10,  109
  344,20191104,   11,  109
  344,20191104,   12,  111
  344,20191104,   13,  121
  344,20191104,   14,  125
  344,20191104,   15,  124
  344,20191104,   16,  116
  344,20191104,   17,  107
  344,20191104,   18,  111
  344,20191104,   19,   99
  344,20191104,   20,  107
  344,20191104,   21,  103
  344,20191104,   22,  102
  344,20191104,   23,  101
  344,20191104,   24,   96
  344,20191105,    1,   91
  344,20191105,    2,   90
  344,20191105,    3,   90
  344,20191105,    4,   90
  344,20191105,    5,   92
  344,20191105,    6,   92
  344,20191105,    7,   92
  344,20191105,    8,   95
  344,20191105,    9,   99
  344,20191105,   10,  102
  344,20191105,   11,  104
  344,20191105,   12,  107
  344,20191105,   13,  109
  344,20191105,   14,  108
  344,20191105,   15,  109
  344,20191105,   16,  102
  344,20191105,   17,   89
  344,20191105,   18,   75
  344,20191105,   19,   74
  344,20191105,   20,   87
  344,20191105,   21,   85
  344,20191105,   22,   94
  344,20191105,   23,   91
  344,20191105,   24,   97
  344,20191106,    1,   90
  344,20191106,    2,   86
  344,20191106,    3,   82
  344,20191106,    4,   79
  344,20191106,    5,   84
  344,20191106,    6,   84
  344,20191106,    7,   80
  344,20191106,    8,   80
  344,20191106,    9,   90
  344,20191106,   10,   95
  344,20191106,   11,  104
  344,20191106,   12,   94
  344,20191106,   13,  115
  344,20191106,   14,  109
  344,20191106,   15,   97
  344,20191106,   16,   92
  344,20191106,   17,   83
  344,20191106,   18,   80
  344,20191106,   19,   81
  344,20191106,   20,   78
  344,20191106,   21,   75
  344,20191106,   22,   72
  344,20191106,   23,   69
  344,20191106,   24,   70
  344,20191107,    1,   65
  344,20191107,    2,   50
  344,20191107,    3,   70
  344,20191107,    4,   73
  344,20191107,    5,   77
  344,20191107,    6,   80
  344,20191107,    7,   78
  344,20191107,    8,   79
  344,20191107,    9,   84
  344,20191107,   10,   88
  344,20191107,   11,   90
  344,20191107,   12,   86
  344,20191107,   13,   88
  344,20191107,   14,   83
  344,20191107,   15,   80
  344,20191107,   16,   89
  344,20191107,   17,   93
  344,20191107,   18,   82
  344,20191107,   19,   76
  344,20191107,   20,   76
